rownames,affairs,gender,age,yearsmarried,children,religiousness,education,occupation,rating,ndam,eval,club,language,female,category,m_other,name,pop
1026,0,female,,15.0,yes,4,17,5,5,20430.0,4.9,1. FC Nürnberg,,0.0,1,3,Agnes,Khoi-San or bushman half-caste
1027,0,male,19.0,1.5,no,4,16,5,4,1180.0,4.0,Newcastle United,English,0.0,3,2,Carmen,Native Californian
1030,0,female,22.0,10.0,yes,3,12,1,4,6190.0,3.5,Werder Bremen,English,,3,2,Eloise,Australian aboriginie
1031,0,female,27.0,7.0,yes,1,14,3,5,570.0,3.4,Real Betis,Romanian,1.0,1,3,Belle,Borneo
1034,0,female,,10.0,yes,4,17,5,4,66.0,4.2,Fortuna Düsseldorf,,1.0,1,2,Babe,Khoi-San
1037,0,male,47.0,1.5,yes,2,16,2,4,70.0,3.5,Manchester City,Romanian,0.0,1,3,Bob,Native Californian
1038,0,male,32.0,15.0,yes,4,14,5,5,2700.0,4.4,Arsenal FC,English,0.0,2,3,David,Afalou
1039,0,male,57.0,4.0,yes,3,14,4,5,12770.0,3.7,1. FSV Mainz 05,French,0.0,3,3,Frederic,Afalou
1045,0,female,20.0,15.0,yes,5,14,5,4,2130.0,3.4,Montpellier HSC,,0.0,3,3,Allen,East Africa
1046,0,female,19.0,7.0,yes,4,17,5,5,10400.0,3.0,Reading FC,English,0.0,3,3,Alicia,Afalou
1054,0,female,21.0,15.0,yes,4,18,6,5,410.0,3.9,CA Osasuna,English,0.0,2,4,Diana,Ebolwa
1059,0,male,16.0,4.0,no,4,18,6,4,130.0,2.8,Borussia Dortmund,English,0.0,1,4,Bob,East Africa
1063,0,male,33.0,0.75,no,4,18,6,5,160.0,3.7,Real Zaragoza,Standard_Hindi,1.0,1,2,Danny,Native Californian
1068,0,male,19.0,4.0,yes,4,14,5,3,4180.0,4.6,Lille OSC,Chinese,0.0,3,3,Elena,Native Californian
1070,0,female,21.0,0.75,no,5,18,1,5,3020.0,4.2,SC Bastia,English,0.0,3,2,Gloria,Native Californian
1072,0,female,44.0,15.0,yes,5,9,5,5,4730.0,4.4,AS Saint-Étienne,English,0.0,1,2,Juan,East Africa
1073,0,male,15.0,10.0,yes,3,14,5,5,1310.0,3.8,Real Sociedad,English,0.0,2,2,Kate,Alaska
1077,0,female,55.0,15.0,yes,4,16,4,4,6.0,4.1,Montpellier HSC,English,0.0,1,3,Bonnie,East Africa
1081,0,male,51.0,7.0,yes,2,20,5,4,58.0,3.7,Borussia Dortmund,English,0.0,1,2,Charley,East Africa
1083,0,female,14.0,15.0,yes,3,18,1,4,1.0,4.1,Southampton FC,English,0.0,1,2,Floyd,Borneo
1084,0,male,43.0,15.0,yes,1,16,5,5,4.0,3.0,Real Sociedad,English,0.0,1,2,Florence,French Cameroons
1086,0,male,,4.0,yes,3,18,5,5,290.0,3.2,Chelsea FC,,0.0,1,3,Chantal,Alaska
1087,0,female,13.0,15.0,yes,4,12,3,4,20020.0,2.8,West Bromwich Albion,English,0.0,4,4,Hugo,Alaska
1089,0,male,15.0,0.75,yes,3,14,2,4,230.0,4.7,FC Lorient,English,0.0,1,2,Jerry,Afalou
1096,0,female,43.0,1.5,no,3,16,5,3,3620.0,4.2,Manchester United,English,1.0,2,3,Bob,East Africa
1102,0,female,16.0,15.0,yes,4,14,3,5,66730.0,3.2,Hannover 96,English,0.0,5,2,Andrew,French Cameroons
1103,0,female,37.0,15.0,yes,3,16,5,4,96.0,3.1,Celta Vigo,English,0.0,3,2,Emily,Afalou
1107,0,male,18.0,15.0,yes,5,20,6,4,1650.0,4.0,Reading FC,Portuguese,0.0,2,2,Erin,Ebolwa
1109,0,female,,15.0,yes,4,12,2,3,7550.0,4.2,AC Ajaccio,,0.0,3,2,Opal,Buriat
1115,0,male,26.0,15.0,yes,2,20,6,4,700.0,4.3,Paris Saint-Germain,English,0.0,2,3,Bertha,Buriat
1119,0,male,19.0,7.0,yes,4,17,5,5,8260.0,3.3,Stoke City,English,0.0,3,2,Fran,East Africa
1124,0,female,23.0,7.0,yes,4,17,1,4,200.0,4.1,Olympique Marseille,German,0.0,1,4,Danny,Borneo
1126,0,male,41.0,1.5,no,1,18,6,5,1650.0,3.7,West Bromwich Albion,English,1.0,2,2,Bonnie,Australian aboriginie
1128,0,female,18.0,4.0,yes,3,9,1,4,160.0,3.3,Norwich City,Dutch,0.0,1,3,Earl,Native Californian
1129,0,female,24.0,1.5,no,2,14,1,5,3870.0,3.8,VfB Stuttgart,English,0.0,2,3,Georges,Khoi-San
1130,0,male,21.0,15.0,yes,2,20,6,4,94.0,3.4,Stoke City,English,0.0,3,2,Bret,Australian aboriginie
1133,0,male,39.0,15.0,yes,4,9,2,4,8130.0,4.2,Southampton FC,English,0.0,2,4,Floyd,Ebolwa
1140,0,female,28.0,7.0,yes,2,18,1,5,1430.0,3.8,VfB Stuttgart,English,0.0,1,3,Irene,West Africa
1143,0,female,22.0,4.0,yes,3,14,1,5,1260.0,3.5,Bor. Mönchengladbach,English,1.0,1,2,Lili,Buriat
1146,0,male,27.0,15.0,yes,4,14,5,3,250.0,3.3,Toulouse FC,,0.0,1,3,Claudette,East Africa
1153,0,male,23.0,7.0,yes,1,18,6,4,4980.0,4.3,1. FSV Mainz 05,English,0.0,2,2,Isabel,Australian aboriginie
1156,0,female,17.0,1.5,no,2,14,5,5,5.0,4.1,Celta Vigo,English,0.0,1,2,Alex,Alaska
1157,0,female,35.0,1.5,yes,3,12,1,3,20510.0,4.5,Toulouse FC,Spanish,1.0,4,2,Charley,Khoi-San
1158,0,male,35.0,15.0,yes,2,14,5,5,12620.0,4.5,Aston Villa,English,0.0,2,2,Frances,Sami
1160,0,female,18.0,15.0,yes,2,14,1,1,170.0,4.6,Queens Park Rangers,Chinese,0.0,1,2,Gaston,Alaska
1161,0,female,26.0,10.0,yes,2,14,5,5,18590.0,4.4,Bayer Leverkusen,English,0.0,3,2,Ivan,Australian aboriginie
1166,0,male,,15.0,yes,4,20,4,5,10210.0,4.1,Arsenal FC,,0.0,3,2,Jeanne,Ebolwa
1177,0,female,21.0,4.0,yes,3,18,4,5,350.0,4.5,Arsenal FC,Dutch,0.0,1,2,Cindy,Australian aboriginie
1178,0,male,17.0,15.0,yes,4,20,6,5,2650.0,4.3,Valenciennes FC,Chinese,1.0,3,2,Dennis,Borneo
1180,0,male,39.0,1.5,no,3,18,5,5,,4.4,FC Barcelona,English,1.0,3,3,Katrina,Australian aboriginie
1187,0,female,,0.125,no,2,16,6,3,91.0,4.9,Manchester City,,0.0,1,3,Ophelia,East Africa
1191,0,male,27.0,10.0,yes,2,20,6,3,10690.0,4.7,Montpellier HSC,English,0.0,3,3,Rita,Chucki
1195,0,female,21.0,4.0,no,4,18,5,4,25960.0,4.6,Arsenal FC,English,0.0,3,3,Wilma,Borneo
1207,0,female,18.0,7.0,yes,2,12,5,1,51.0,4.8,Manchester United,Turkish,0.0,1,2,Humberto,Ebolwa
1208,0,male,27.0,4.0,yes,5,18,6,3,1110.0,4.2,FC Barcelona,English,0.0,1,2,Dolly,Tasmanien
1209,0,female,24.0,15.0,yes,2,17,5,5,4360.0,4.6,Leicester City,English,0.0,2,2,Gustav,Borneo
1211,0,male,19.0,15.0,no,4,20,6,4,20370.0,4.7,FC Barcelona,English,0.0,2,3,Ike,Khoi-San or bushman half-caste
1215,0,male,22.0,1.5,no,1,18,5,5,7110.0,4.6,Girondins Bordeaux,Dutch,0.0,1,3,Irene,Sami
1221,0,male,40.0,15.0,yes,4,20,6,4,24000.0,3.6,Málaga CF,English,0.0,1,3,Isaac,Ebolwa
1226,0,female,,15.0,yes,4,18,1,4,75000.0,3.9,VfB Stuttgart,,0.0,2,2,Sandy,Chucki
1229,0,female,25.0,7.0,yes,4,17,5,4,1590.0,4.0,Hull City,English,0.0,3,2,Easy,Chucki
1231,0,female,38.0,15.0,yes,3,14,1,3,5350.0,4.4,1899 Hoffenheim,English,0.0,3,3,King,Native Californian
1234,0,female,31.0,7.0,yes,3,16,1,4,150.0,4.5,Arsenal FC,,0.0,1,2,Able,Australian aboriginie
1235,0,male,16.0,1.5,no,3,16,4,2,58.0,4.4,Norwich City,German,0.0,1,3,Barbara,Native Californian
1242,0,male,34.0,1.5,no,3,16,3,5,15.0,3.0,Granada CF,English,0.0,1,3,Florence,Australian aboriginie
1245,0,male,20.0,4.0,yes,3,16,4,2,19321.0,3.7,Liverpool FC,English,0.0,3,3,Carol,Australian aboriginie
1260,0,female,49.0,7.0,yes,3,12,1,2,3230.0,3.6,Olympique Lyon,English,0.0,3,3,Edna,Ebolwa
1266,0,female,44.0,15.0,yes,2,18,5,4,24260.0,3.1,Manchester United,English,0.0,4,3,Hazel,East Africa
1271,0,female,27.0,7.0,yes,3,14,4,4,2030.0,3.8,Hannover 96,English,0.0,3,4,Connie,Australian aboriginie
1273,0,male,47.0,1.5,no,2,16,5,5,14730.0,4.7,Fulham FC,English,0.0,1,4,Diane,Australian aboriginie
1276,0,male,28.0,15.0,yes,5,20,5,4,6200.0,3.8,VfB Stuttgart,English,0.0,3,2,Ione,Sami
1280,0,female,23.0,1.5,no,4,16,5,3,1540.0,3.8,Rayo Vallecano,English,0.0,2,3,Flossy,Native Californian
1282,0,female,25.0,10.0,yes,4,16,1,5,,2.8,FC Barcelona,Indonesian,0.0,4,2,Audrey,Buriat
1285,0,male,19.0,4.0,no,2,17,5,3,540.0,4.0,Manchester United,English,0.0,3,2,Helene,Alaska
1295,0,female,21.0,0.417,no,4,14,5,5,430.0,4.0,Liverpool FC,English,0.0,1,2,Debra,Khoi-San
1298,0,female,22.0,4.0,no,2,18,5,5,510.0,3.5,FC Lorient,English,0.0,3,3,Gracie,Borneo
1299,0,male,24.0,15.0,yes,4,18,5,3,53270.0,3.4,Paris Saint-Germain,,0.0,4,2,Donna,Native Californian
1304,0,male,27.0,10.0,yes,5,20,7,4,35.0,4.0,Queens Park Rangers,English,0.0,1,2,Ethel,Khoi-San or bushman half-caste
1305,0,female,19.0,7.0,yes,2,14,4,2,15850.0,3.5,Newcastle United,English,0.0,4,2,Carla,Borneo
1311,0,male,32.0,4.0,yes,2,16,5,5,300.0,3.8,Valencia CF,English,0.0,1,3,Cindy,Australian aboriginie
1314,0,male,25.0,4.0,yes,2,16,6,4,6450.0,4.7,1. FC Nürnberg,English,0.0,2,4,Cleo,East Africa
1319,0,male,24.0,1.5,no,3,18,4,5,16260.0,3.9,Fulham FC,English,0.0,2,2,Dora,Australian aboriginie
1322,0,female,18.0,4.0,yes,4,14,3,4,2770.0,4.5,VfL Wolfsburg,Portuguese,0.0,3,3,Hilda,East Africa
1324,0,female,,0.75,no,2,18,5,4,800.0,4.2,Getafe CF,Spanish,0.0,2,2,Isbell,Alaska
1327,0,male,27.0,10.0,yes,4,20,4,5,20000.0,4.7,West Ham United,English,0.0,3,2,Betsy,Native Californian
1328,0,female,20.0,0.75,no,5,14,3,3,730.0,4.0,Real Madrid,English,0.0,2,2,Alma,Native Californian
1330,0,male,49.0,15.0,yes,4,17,5,3,99.0,4.8,AC Ajaccio,English,0.0,1,2,Inez,East Africa
1332,0,male,49.0,4.0,no,3,14,4,5,5060.0,4.8,1. FC Nürnberg,English,0.0,3,3,Beulah,Khoi-San or bushman half-caste
1333,0,female,49.0,1.5,no,2,17,3,2,800.0,4.4,Bayer Leverkusen,English,0.0,2,2,Gladys,Borneo
1336,0,female,24.0,7.0,yes,4,14,1,5,23040.0,4.7,AC Ajaccio,English,0.0,5,4,Camille,Australian aboriginie
1341,0,male,22.0,15.0,yes,5,14,6,5,6870.0,4.5,Arsenal FC,Swedish,1.0,3,2,Celia,Khoi-San or bushman half-caste
1344,0,male,19.0,4.0,yes,1,16,4,4,300.0,4.2,Getafe CF,German,1.0,2,3,Edith,Chucki
1352,0,female,24.0,15.0,yes,5,14,1,3,500.0,4.4,Hannover 96,English,1.0,1,3,Fern,West Africa
1358,0,male,49.0,4.0,yes,4,18,5,5,200.0,4.1,Manchester City,English,0.0,1,2,Ginger,West Africa
1359,0,female,24.0,4.0,yes,2,14,1,5,20430.0,4.2,Everton FC,English,0.0,1,4,Agnes,Buriat
1361,0,male,28.0,15.0,yes,2,14,7,4,1180.0,4.8,Toulouse FC,English,0.0,3,3,Carmen,Buriat
1364,0,female,31.0,1.5,no,2,16,1,4,6190.0,4.4,Valenciennes FC,English,0.0,3,2,Eloise,Alaska
1368,0,male,58.0,15.0,yes,4,12,2,4,570.0,4.7,VfB Stuttgart,English,0.0,1,3,Belle,East Africa
1384,0,female,,0.417,no,3,17,1,5,66.0,4.2,Queens Park Rangers,,0.0,1,2,Babe,East Africa
1390,0,female,39.0,1.5,no,2,16,5,5,70.0,4.5,Aston Villa,English,0.0,1,2,Bob,Chucki
1393,0,male,22.0,4.0,yes,4,20,6,4,2700.0,3.4,Rayo Vallecano,English,0.0,2,2,David,Native Californian
1394,0,female,16.0,15.0,yes,4,14,1,5,12770.0,3.7,Arsenal FC,English,0.0,3,2,Frederic,French Cameroons
1402,0,female,39.0,1.5,no,2,16,3,5,2130.0,3.6,Olympique Lyon,English,1.0,3,2,Allen,Borneo
1407,0,male,28.0,4.0,no,1,20,6,5,10400.0,3.9,Atlético Madrid,English,0.0,3,2,Alicia,Borneo
1408,0,male,20.0,15.0,yes,3,20,6,4,410.0,3.9,Atlético Madrid,English,1.0,2,2,Diana,Borneo
1412,0,female,20.0,10.0,no,2,16,6,5,130.0,3.7,Lille OSC,English,0.0,1,2,Bob,Tasmanien
1413,0,female,22.0,10.0,yes,5,14,5,5,160.0,3.0,Manchester United,Korean,0.0,1,2,Danny,Khoi-San or bushman half-caste
1416,0,male,21.0,1.5,yes,4,18,5,3,4180.0,3.6,VfL Wolfsburg,Chinese,0.0,3,3,Elena,Native Californian
1417,0,male,22.0,1.5,no,2,18,4,4,3020.0,3.6,Real Madrid,English,0.0,3,3,Gloria,Khoi-San or bushman half-caste
1418,0,female,30.0,10.0,yes,4,14,1,4,4730.0,4.3,1. FC Nürnberg,English,1.0,1,3,Juan,Alaska
1419,0,female,25.0,15.0,yes,4,18,5,4,1310.0,4.5,Manchester United,Russian,0.0,2,3,Kate,Alaska
1420,0,female,28.0,10.0,yes,5,12,1,5,6.0,3.9,OGC Nice,English,1.0,1,2,Bonnie,West Africa
1423,0,male,31.0,4.0,yes,3,16,4,5,58.0,4.6,SC Freiburg,English,0.0,1,2,Charley,Borneo
1424,0,female,50.0,15.0,yes,4,12,4,2,1.0,4.1,Hamburger SV,English,1.0,1,2,Floyd,Australian aboriginie
1432,0,female,20.0,0.75,no,4,16,5,5,4.0,4.2,Fulham FC,Chinese,1.0,1,3,Florence,Khoi-San or bushman half-caste
1433,0,female,22.0,15.0,yes,4,16,1,5,290.0,4.1,Paris Saint-Germain,Swedish,0.0,1,3,Chantal,Yaghan
1437,0,female,29.0,15.0,yes,3,16,1,5,20020.0,3.1,Hamburger SV,Other,0.0,4,3,Hugo,Khoi-San
1438,0,female,33.0,10.0,yes,2,16,1,5,230.0,3.6,Queens Park Rangers,German,0.0,1,2,Jerry,Buriat
1439,0,male,39.0,7.0,no,2,20,6,5,3620.0,4.2,Bolton Wanderers,English,1.0,2,2,Bob,Khoi-San or bushman half-caste
1446,0,female,28.0,15.0,yes,2,14,1,3,66730.0,3.0,Valencia CF,English,0.0,5,3,Andrew,West Africa
1450,0,male,39.0,1.5,yes,2,17,4,4,96.0,4.2,Celta Vigo,English,0.0,3,2,Emily,Borneo
1451,0,female,22.0,0.75,yes,2,14,1,5,1650.0,3.4,Deportivo La Coruña,English,0.0,2,3,Erin,Buriat
1452,0,male,39.0,4.0,yes,4,14,2,4,7550.0,3.1,Liverpool FC,English,0.0,3,3,Opal,Tasmanien
1453,0,male,30.0,0.125,no,4,17,6,4,700.0,2.7,VfB Stuttgart,English,0.0,2,3,Bertha,West Africa
1456,0,male,22.0,1.5,yes,4,18,6,5,8260.0,3.9,Espanyol Barcelona,Dutch,0.0,3,3,Fran,Australian aboriginie
1464,0,male,21.0,7.0,yes,3,16,6,3,200.0,3.9,1. FSV Mainz 05,Dutch,0.0,1,3,Danny,Australian aboriginie
1469,0,female,19.0,15.0,yes,4,14,1,3,1650.0,3.6,FC Augsburg,English,0.0,2,4,Bonnie,Buriat
1473,0,male,18.0,1.5,no,5,20,5,2,160.0,3.7,Southampton FC,Other,1.0,1,4,Earl,Borneo
1481,0,female,,1.5,no,2,16,5,5,3870.0,3.6,FC Augsburg,,0.0,2,2,Georges,Sami
1482,0,female,,1.5,no,3,17,5,5,94.0,4.4,Queens Park Rangers,Spanish,0.0,3,3,Bret,Chucki
1496,0,male,16.0,0.125,no,5,16,4,4,8130.0,4.3,SpVgg Greuther Fürth,English,0.0,2,2,Floyd,Khoi-San
1497,0,female,27.0,4.0,yes,4,16,1,5,1430.0,4.1,Valencia CF,English,0.0,1,2,Irene,Australian aboriginie
1504,0,female,28.0,4.0,yes,4,12,1,5,1260.0,3.7,RCD Mallorca,English,0.0,1,2,Lili,East Africa
1513,0,female,22.0,15.0,yes,2,14,5,5,250.0,3.6,Valencia CF,Other,0.0,1,3,Claudette,East Africa
1515,0,female,44.0,15.0,yes,3,14,5,3,4980.0,2.8,Reading FC,English,0.0,2,2,Isabel,Australian aboriginie
1534,0,male,,7.0,yes,2,16,5,5,5.0,4.0,Tottenham Hotspur,,0.0,1,2,Alex,Native Californian
1535,0,male,28.0,0.75,no,4,16,6,4,20510.0,4.4,Borussia Dortmund,German,0.0,4,2,Charley,Ebolwa
1536,0,male,18.0,0.125,no,3,20,6,5,12620.0,3.6,Eintracht Frankfurt,Turkish,0.0,2,3,Frances,Khoi-San
1540,0,male,21.0,10.0,yes,3,20,6,5,170.0,3.7,OGC Nice,English,0.0,1,4,Gaston,Buriat
1551,0,female,27.0,0.417,no,5,14,4,5,18590.0,2.9,Liverpool FC,,0.0,3,2,Ivan,Khoi-San
1555,0,female,33.0,15.0,yes,5,14,1,4,10210.0,2.6,Werder Bremen,German,1.0,3,3,Jeanne,Khoi-San
1557,0,female,16.0,10.0,yes,3,14,1,5,350.0,4.8,FC Barcelona,English,0.0,1,2,Cindy,Native Californian
1566,0,male,39.0,15.0,yes,4,17,5,5,2650.0,4.9,Girondins Bordeaux,English,0.0,3,2,Dennis,Khoi-San
1567,0,male,17.0,4.0,yes,3,20,6,5,,4.3,Eintracht Frankfurt,English,0.0,3,2,Katrina,Alaska
1576,0,female,,7.0,yes,4,17,1,5,91.0,4.4,Bayer Leverkusen,,0.0,1,2,Ophelia,Native Californian
1584,0,female,41.0,10.0,yes,4,16,1,5,10690.0,4.3,VfB Stuttgart,English,1.0,3,3,Rita,Ebolwa
1585,0,female,27.0,10.0,yes,1,18,1,4,25960.0,4.7,VfL Wolfsburg,English,0.0,3,2,Wilma,Borneo
1590,0,female,21.0,4.0,no,3,14,1,4,51.0,4.3,Aston Villa,English,0.0,1,4,Humberto,Australian aboriginie
1594,0,female,25.0,7.0,yes,4,14,3,2,1110.0,4.6,Tottenham Hotspur,English,0.0,1,2,Dolly,Alaska
1595,0,male,52.0,15.0,yes,5,18,5,2,4360.0,4.9,Queens Park Rangers,Portuguese,0.0,2,3,Gustav,Buriat
1603,0,male,48.0,7.0,yes,2,18,5,5,20370.0,4.8,Southampton FC,English,1.0,2,3,Ike,Alaska
1608,0,female,39.0,1.5,no,4,17,1,3,7110.0,4.7,Fulham FC,English,0.0,1,2,Irene,French Cameroons
1609,0,male,45.0,1.5,no,4,14,5,5,24000.0,4.8,Atlético Madrid,English,0.0,1,4,Isaac,Khoi-San or bushman half-caste
1615,0,female,19.0,1.5,yes,4,14,5,4,75000.0,4.9,OGC Nice,English,0.0,2,3,Sandy,Borneo
1616,0,female,,7.0,yes,3,16,1,5,1590.0,4.8,Liverpool FC,,0.0,3,2,Easy,Native Californian
1617,0,female,21.0,15.0,yes,3,16,5,4,5350.0,4.8,Girondins Bordeaux,English,0.0,3,3,King,Borneo
1620,0,female,,0.75,no,3,16,1,5,150.0,5.0,Hannover 96,,0.0,1,2,Able,Australian aboriginie
1621,0,female,,1.5,yes,2,14,5,5,58.0,4.5,Levante UD,,0.0,1,2,Barbara,Afalou
1637,0,female,52.0,4.0,yes,1,16,5,5,15.0,3.8,Chelsea FC,English,1.0,1,2,Florence,French Cameroons
1638,0,male,17.0,15.0,yes,4,16,5,5,19321.0,3.8,AS Nancy,Chinese,0.0,3,2,Carol,East Africa
1650,0,male,72.0,10.0,yes,4,20,6,5,3230.0,3.8,Reading FC,English,1.0,3,2,Edna,West Africa
1654,0,male,17.0,15.0,yes,4,16,6,4,24260.0,4.0,Montpellier HSC,English,0.0,4,2,Hazel,Khoi-San
1665,0,female,19.0,7.0,yes,2,14,1,2,2030.0,4.2,West Bromwich Albion,English,0.0,3,2,Connie,Khoi-San
1670,0,female,40.0,1.5,no,4,14,4,5,14730.0,4.5,Chelsea FC,English,1.0,1,2,Diane,Borneo
1671,0,female,27.0,10.0,yes,2,16,5,4,6200.0,4.5,Newcastle United,English,1.0,3,2,Ione,Native Californian
1675,0,female,45.0,0.75,no,2,16,5,4,1540.0,4.6,Lille OSC,English,0.0,2,3,Flossy,Borneo
1688,0,female,21.0,1.5,no,2,16,5,5,,4.7,Fulham FC,English,0.0,4,3,Audrey,Native Californian
1691,0,female,34.0,15.0,yes,3,18,6,4,540.0,4.1,1899 Hoffenheim,Spanish,1.0,3,3,Helene,Buriat
1695,0,female,34.0,7.0,yes,5,14,4,5,430.0,3.6,Werder Bremen,English,0.0,1,3,Debra,Native Californian
1698,0,male,25.0,15.0,yes,4,16,4,4,510.0,4.0,Southampton FC,English,0.0,3,2,Gracie,Borneo
1704,0,female,47.0,15.0,yes,3,18,5,2,53270.0,3.4,Werder Bremen,English,0.0,4,2,Donna,East Africa
1705,0,male,30.0,15.0,yes,3,18,6,2,35.0,2.8,Deportivo La Coruña,English,1.0,1,2,Ethel,French Cameroons
1711,0,female,31.0,7.0,yes,2,14,1,2,15850.0,4.1,FC Augsburg,English,0.0,4,3,Carla,Sami
1719,0,male,19.0,4.0,no,5,12,4,5,300.0,3.5,FC Barcelona,English,1.0,1,3,Cindy,Afalou
1723,0,female,27.0,1.5,no,1,16,6,5,6450.0,3.4,Chelsea FC,English,0.0,2,3,Cleo,East Africa
1726,0,female,31.0,0.75,no,1,14,4,5,16260.0,4.1,FC Barcelona,English,0.0,2,2,Dora,Native Californian
1749,0,female,19.0,15.0,yes,4,12,1,5,2770.0,4.2,Olympique Lyon,English,1.0,3,2,Hilda,Arabia
1752,0,male,50.0,1.5,no,2,18,5,3,800.0,4.3,Stoke City,English,0.0,2,3,Isbell,Ona
1754,0,male,64.0,4.0,yes,5,17,2,5,20000.0,4.1,Bayer Leverkusen,English,0.0,3,2,Betsy,Chucki
1758,0,female,14.0,4.0,yes,4,12,1,5,730.0,3.4,Olympique Lyon,Finnish,0.0,2,3,Alma,Buriat
1761,0,male,24.0,15.0,yes,5,18,5,4,99.0,3.5,Reading FC,English,0.0,1,3,Inez,Australian aboriginie
1773,0,male,23.0,1.5,no,2,20,7,3,5060.0,3.6,FC Lorient,Chinese,1.0,3,3,Beulah,Ebolwa
1775,0,male,24.0,15.0,no,4,9,3,1,800.0,3.7,Chelsea FC,Russian,0.0,2,3,Gladys,Native Californian
1786,0,male,25.0,7.0,no,4,18,5,5,23040.0,3.0,Chelsea FC,English,1.0,5,3,Camille,Chucki
1793,0,male,20.0,15.0,yes,2,17,5,4,6870.0,4.6,Bor. Mönchengladbach,English,1.0,3,4,Celia,East Africa
1799,0,male,20.0,15.0,yes,4,17,6,5,300.0,4.0,Manchester United,English,0.0,2,4,Edith,Yaghan
1803,0,female,59.0,7.0,no,2,17,5,4,500.0,4.8,Deportivo La Coruña,English,0.0,1,2,Fern,Sami
1806,0,female,30.0,7.0,yes,4,14,5,5,200.0,4.6,Fulham FC,English,0.0,1,3,Ginger,Ebolwa
1807,0,female,26.0,4.0,no,2,14,3,3,20430.0,3.4,FC Lorient,English,0.0,1,2,Agnes,Native Californian
1808,0,male,25.0,7.0,yes,2,20,6,5,1180.0,4.4,Leyton Orient,English,0.0,3,2,Carmen,Australian aboriginie
1814,0,male,17.0,7.0,no,4,12,4,3,6190.0,3.6,Girondins Bordeaux,English,0.0,3,2,Eloise,Alaska
1815,0,male,34.0,10.0,yes,4,18,6,4,570.0,3.8,Reading FC,English,,1,3,Belle,East Africa
1818,0,female,24.0,1.5,no,3,14,1,5,66.0,3.7,Espanyol Barcelona,English,0.0,1,2,Babe,Australian aboriginie
1827,0,female,32.0,4.0,yes,2,14,1,3,70.0,4.7,West Bromwich Albion,English,1.0,1,2,Bob,East Africa
1834,0,female,23.0,15.0,no,4,20,6,5,2700.0,4.5,Eintracht Frankfurt,English,0.0,2,2,David,Borneo
1835,0,male,32.0,15.0,yes,4,14,4,3,12770.0,5.0,FC Barcelona,English,0.0,3,3,Frederic,East Africa
1843,0,female,21.0,7.0,yes,3,18,5,5,2130.0,3.8,Hannover 96,English,1.0,3,4,Allen,Borneo
1846,0,female,24.0,10.0,no,4,14,4,5,10400.0,4.1,Hannover 96,English,0.0,3,2,Alicia,French Cameroons
1850,0,male,25.0,4.0,yes,4,16,5,5,410.0,4.3,Évian Thonon Gaillard,Portuguese,0.0,2,3,Diana,Chucki
1851,0,female,40.0,4.0,yes,2,16,1,4,130.0,4.4,Paris Saint-Germain,English,0.0,1,2,Bob,Buriat
1854,0,female,26.0,15.0,yes,2,14,5,1,160.0,4.7,Fortuna Düsseldorf,English,0.0,1,2,Danny,Native Californian
1859,0,female,21.0,1.5,no,5,14,1,4,4180.0,3.9,Hamburger SV,English,1.0,3,2,Elena,East Africa
1861,0,male,24.0,7.0,yes,2,20,5,4,3020.0,4.8,Atlético Madrid,English,0.0,3,2,Gloria,Borneo
1866,0,male,42.0,4.0,yes,4,14,5,5,4730.0,4.3,SpVgg Greuther Fürth,English,0.0,1,3,Juan,Ebolwa
1873,0,male,19.0,0.125,no,1,16,3,5,1310.0,4.6,Borussia Dortmund,Chinese,0.0,2,2,Kate,Borneo
1875,0,female,57.0,7.0,yes,4,14,1,4,6.0,3.8,1. FSV Mainz 05,French,0.0,1,4,Bonnie,Borneo
1885,0,female,59.0,15.0,yes,5,16,5,3,58.0,5.0,Borussia Dortmund,English,1.0,1,2,Charley,Australian aboriginie
1892,0,male,42.0,10.0,yes,4,18,5,4,1.0,4.9,Getafe CF,English,0.0,1,3,Floyd,Native Californian
1895,0,female,38.0,15.0,yes,2,14,3,4,4.0,4.6,Atlético Madrid,English,0.0,1,3,Florence,Native Californian
1896,0,female,52.0,1.5,no,3,17,5,5,290.0,4.6,Chelsea FC,English,0.0,1,2,Chantal,Borneo
1897,0,male,19.0,4.0,yes,4,17,4,4,20020.0,5.0,Valencia CF,English,1.0,4,4,Hugo,Buriat
1899,0,female,23.0,15.0,yes,5,14,1,5,230.0,4.6,Olympique Lyon,Danish,0.0,1,3,Jerry,Khoi-San or bushman half-caste
1904,0,female,21.0,7.0,yes,2,12,1,2,3620.0,4.9,Chelsea FC,English,1.0,2,2,Bob,Australian aboriginie
1905,0,female,22.0,7.0,yes,3,12,1,4,66730.0,4.0,AC Ajaccio,Dutch,0.0,5,3,Andrew,Native Californian
1908,0,female,31.0,15.0,yes,2,14,1,4,96.0,3.9,SC Bastia,English,0.0,3,2,Emily,Ebolwa
1916,0,female,33.0,15.0,yes,4,14,5,4,1650.0,4.1,1. FC Nürnberg,English,0.0,2,2,Erin,East Africa
1918,0,male,27.0,7.0,yes,4,14,3,3,7550.0,2.9,AS Saint-Étienne,English,0.0,3,2,Opal,East Africa
1920,0,male,28.0,7.0,yes,2,20,6,2,700.0,2.8,SC Bastia,English,,2,2,Bertha,East Africa
