Unnamed: 0,female,black,housing_expense_ratio,self_employed,married,mortgage_credit,consumer_credit,bad_history,PI_ratio,deny,loan_to_value,denied_PMI,accept,ndam,eval,weight,occupation,age,page_id,category,name,county,native
594,0.0,1,0.345,1,0.0,2,5,1,0.355,1,0.6875,0,0,6870.0,3.8,74.0,4,32.0,1-1,3,Celia,Siskiyou,yes
595,1.0,0,0.29,0,0.0,2,1,0,0.31,0,0.8965517,0,1,300.0,4.5,77.0,4,47.0,3-2,2,Edith,Humboldt,yes
596,1.0,0,0.11,0,0.0,1,2,0,0.3,0,0.47945204,0,1,500.0,4.3,73.0,2,22.0,2-1,1,Fern,Contra Costa,yes
597,1.0,0,0.15,0,0.0,1,1,0,0.19,0,0.1847941,0,1,200.0,3.9,82.0,5,32.0,1-1,1,Ginger,Tuolumne,yes
598,0.0,1,0.15,0,1.0,1,1,0,0.18,0,0.8028169,0,1,20430.0,4.3,72.0,6,32.0,1-1,1,Agnes,Placer,yes
599,0.0,0,0.08,0,1.0,1,1,0,0.08,0,0.11111111,0,1,1180.0,4.2,74.0,6,22.0,1-2,3,Carmen,Sonoma,yes
600,0.0,0,0.35,0,1.0,1,1,0,0.36,0,0.7368421,0,1,6190.0,5.0,92.0,1,32.0,2-1,3,Eloise,Sonoma,yes
601,0.0,0,0.09,0,1.0,2,1,0,0.14,0,0.8,0,1,570.0,5.0,71.0,7,37.0,1-2,1,Belle,Stanislaus,yes
602,0.0,0,0.27,0,1.0,2,1,0,0.34,0,0.7939394,0,1,66.0,4.6,81.0,6,27.0,1-1,1,Babe,Shasta,yes
603,0.0,0,0.27,0,1.0,1,1,0,0.34,0,0.55,0,1,70.0,5.0,76.0,1,32.0,2-2,1,Bob,Humboldt,yes
604,0.0,1,0.12,0,1.0,1,1,0,0.32,0,0.8,0,1,2700.0,4.7,77.0,6,57.0,2-2,2,David,Tulare,yes
605,0.0,0,0.08,0,1.0,1,1,0,0.19,0,0.15428571,0,1,12770.0,5.0,67.0,6,22.0,2-2,3,Frederic,Glenn,yes
606,0.0,0,0.11,0,1.0,1,2,0,0.32,0,0.4827586,0,1,2130.0,2.7,75.0,5,32.0,2-2,3,Allen,Sonoma,no
607,0.0,0,0.71,0,0.0,1,1,0,0.73,0,0.6060606,0,1,10400.0,4.0,78.0,1,22.0,1-2,3,Alicia,Lassen,no
608,0.0,1,0.52,0,1.0,1,1,0,0.58,0,0.8,0,1,410.0,4.4,83.0,4,57.0,1-2,2,Diana,Imperial,yes
609,0.0,0,0.3,0,0.0,2,1,0,0.3,0,0.79577464,0,1,130.0,4.4,66.0,1,32.0,1-1,1,Bob,Lassen,yes
610,0.0,0,0.09,0,1.0,2,1,0,0.14,0,0.86989415,0,1,160.0,4.3,80.0,4,22.0,2-2,1,Danny,Orange,yes
611,0.0,0,0.16,1,1.0,1,1,0,0.26,0,0.13513513,0,1,4180.0,3.5,70.0,7,37.0,3-1,3,Elena,Sonoma,yes
612,0.0,0,0.33,0,1.0,1,2,0,0.43,0,0.35,0,1,3020.0,3.8,68.0,6,27.0,1-2,3,Gloria,Santa Barbara,yes
613,0.0,0,0.18,0,1.0,1,1,0,0.47,0,1.0,0,1,4730.0,3.9,69.0,6,47.0,1-2,1,Juan,Humboldt,yes
614,0.0,1,0.13,0,1.0,1,2,0,0.25,0,0.8,0,1,1310.0,3.7,69.0,5,22.0,3-1,2,Kate,Sutter,yes
615,0.0,0,0.3,0,1.0,1,1,0,0.3,0,0.78125,0,1,6.0,3.3,71.0,5,27.0,3-1,1,Bonnie,Shasta,yes
616,0.0,0,0.25,0,1.0,2,6,0,0.27,0,0.6956522,0,1,58.0,4.0,76.0,5,37.0,2-1,1,Charley,Kern,yes
617,0.0,0,0.2,0,1.0,1,1,0,0.36,0,0.3888889,0,1,1.0,3.8,73.0,4,37.0,1-2,1,Floyd,San Diego,yes
618,0.0,0,0.155,0,1.0,4,2,0,0.249,0,0.23648648,0,1,4.0,4.2,81.0,5,22.0,1-2,1,Florence,Santa Cruz,no
619,0.0,0,0.133,0,1.0,1,3,0,0.216,0,0.5185185,0,1,290.0,3.1,76.0,5,22.0,2-2,1,Chantal,Riverside,no
620,0.0,0,0.74,0,1.0,2,1,0,,1,0.75268817,0,0,20020.0,3.6,61.0,1,27.0,1-1,4,Hugo,Kern,no
621,0.0,0,0.22,1,1.0,1,3,0,0.36,0,0.61538464,0,1,230.0,3.3,75.0,5,22.0,2-2,1,Jerry,Santa Clara,yes
622,0.0,0,0.162,0,1.0,2,5,0,0.278,0,0.4,0,1,3620.0,2.9,61.0,5,22.0,1-1,2,Bob,Imperial,yes
623,0.0,0,0.23,0,1.0,2,2,0,0.32,0,0.74482757,0,1,66730.0,3.1,83.0,5,27.0,3-1,5,Andrew,San Joaquin,yes
624,0.0,0,0.206,0,1.0,2,2,0,0.288,0,0.7478261,0,1,96.0,4.0,78.0,1,32.0,2-2,3,Emily,Tehama,yes
625,0.0,0,0.341,1,1.0,1,2,0,0.48299998,0,0.74666667,0,1,1650.0,4.0,73.0,6,37.0,3-2,2,Erin,Humboldt,yes
626,0.0,0,0.22700001,0,1.0,2,2,0,0.312,0,0.6315789,0,1,7550.0,4.2,83.0,5,22.0,3-1,3,Opal,Shasta,yes
627,0.0,0,0.222,0,0.0,1,1,0,0.29700002,0,0.5744681,0,1,700.0,3.8,80.0,1,27.0,2-2,2,Bertha,Los Angeles,yes
628,1.0,0,0.344,0,0.0,2,1,0,0.344,0,0.7,0,1,8260.0,4.3,88.0,6,42.0,1-2,3,Fran,Nevada,yes
629,0.0,0,0.262,0,1.0,2,2,0,0.36200002,0,0.49019608,0,1,200.0,4.6,69.0,5,27.0,1-2,1,Danny,Tulare,yes
630,0.0,0,0.285,0,1.0,2,2,0,0.285,0,0.58679706,0,1,1650.0,4.3,73.0,5,27.0,3-2,2,Bonnie,Kern,yes
631,0.0,0,0.264,0,1.0,1,2,0,0.32299998,0,0.75,0,1,160.0,3.6,71.0,6,42.0,3-1,1,Earl,Sacramento,yes
632,0.0,0,0.17899999,1,1.0,1,1,0,0.404,0,0.7991453,0,1,3870.0,4.2,85.0,5,22.0,1-2,2,Georges,San Benito,yes
633,0.0,1,0.215,0,1.0,2,1,0,0.316,0,0.8962264,0,1,94.0,3.9,80.0,6,27.0,2-1,3,Bret,San Diego,yes
634,0.0,0,0.288,0,0.0,2,4,0,0.288,0,0.7407407,0,1,8130.0,4.1,76.0,5,42.0,2-1,2,Floyd,Sutter,yes
635,0.0,0,0.316,0,1.0,2,1,0,0.35799998,0,0.6875,0,1,1430.0,4.0,65.0,6,32.0,1-1,1,Irene,Fresno,yes
636,0.0,0,0.29,0,1.0,1,1,0,0.29,0,0.74,0,1,1260.0,4.3,77.0,5,22.0,3-2,1,Lili,Contra Costa,yes
637,0.0,0,0.31,0,1.0,2,2,0,0.35,0,0.9009009,0,1,250.0,3.9,88.0,1,42.0,1-2,1,Claudette,Siskiyou,yes
638,0.0,0,0.23,0,1.0,1,2,1,0.34,0,0.77575755,0,1,4980.0,4.2,81.0,5,22.0,1-1,2,Isabel,San Joaquin,yes
639,0.0,0,0.3,0,1.0,2,1,0,0.36,0,0.74545455,0,1,5.0,4.2,85.0,3,22.0,3-1,1,Alex,Santa Clara,yes
640,0.0,0,0.22,0,1.0,2,6,1,0.27,1,0.7256098,0,0,20510.0,4.9,82.0,1,22.0,1-1,4,Charley,Kings,yes
641,0.0,1,0.29,0,1.0,2,6,1,0.45,1,0.88780487,0,0,12620.0,4.0,75.0,6,32.0,2-1,2,Frances,Stanislaus,yes
642,1.0,0,0.22,0,1.0,4,6,0,0.32,0,0.85,0,1,170.0,4.3,74.0,6,52.0,2-1,1,Gaston,San Joaquin,yes
643,0.0,0,0.31,0,0.0,2,1,0,0.33,0,0.78571427,0,1,18590.0,4.9,86.0,1,22.0,3-2,3,Ivan,Placer,yes
644,1.0,0,0.3,0,1.0,2,6,1,0.46,0,0.8516129,0,1,10210.0,3.9,82.0,6,27.0,2-1,3,Jeanne,San Benito,yes
645,1.0,0,0.35,0,0.0,2,1,0,0.35,0,0.8021978,0,1,350.0,4.9,72.0,5,32.0,2-2,1,Cindy,El Dorado,yes
646,0.0,0,0.31,0,0.0,2,6,0,0.35,0,0.7741935,0,1,2650.0,3.9,82.0,5,22.0,1-2,3,Dennis,San Bernardino,yes
647,0.0,0,0.28,1,1.0,2,1,0,0.39,0,0.6984127,0,1,,4.0,70.0,6,27.0,1-2,3,Katrina,Shasta,yes
648,0.0,0,0.31,0,1.0,2,2,0,0.46,0,0.61538464,0,1,91.0,3.5,87.0,5,42.0,1-2,1,Ophelia,Nevada,yes
649,1.0,0,0.26,0,1.0,2,1,0,0.38,0,0.7906977,0,1,10690.0,3.9,76.0,3,27.0,2-2,3,Rita,San Mateo,yes
650,0.0,0,0.27,0,1.0,2,2,0,0.27,0,0.8,0,1,25960.0,4.0,73.0,6,42.0,2-2,3,Wilma,Kings,yes
651,0.0,0,0.31,0,1.0,1,2,0,0.38,0,0.7880597,0,1,51.0,3.6,70.0,3,22.0,2-1,1,Humberto,Shasta,yes
652,0.0,0,0.21,0,1.0,1,1,0,0.22,0,0.4516129,0,1,1110.0,3.0,83.0,6,32.0,2-1,1,Dolly,Calaveras,yes
653,0.0,0,0.29,0,0.0,2,2,0,0.38,0,0.8451613,0,1,4360.0,3.0,80.0,6,27.0,2-2,2,Gustav,Marin,yes
654,0.0,0,0.28,0,1.0,2,1,0,0.37,0,0.68421054,0,1,20370.0,3.6,75.0,6,27.0,3-2,2,Ike,San Diego,yes
655,0.0,0,0.32,0,1.0,2,1,0,0.37,0,0.85384613,0,1,7110.0,3.6,70.0,5,22.0,2-1,1,Irene,Santa Clara,yes
656,0.0,0,0.28,0,1.0,1,2,0,0.28,0,0.76,0,1,24000.0,3.2,75.0,3,37.0,2-1,1,Isaac,Sutter,yes
657,0.0,0,0.21,0,0.0,2,1,0,0.25,0,0.6923077,0,1,75000.0,3.9,81.0,4,22.0,1-2,2,Sandy,Nevada,yes
658,0.0,0,0.23,0,1.0,1,1,0,0.26,0,0.20833333,0,1,1590.0,3.5,78.0,1,37.0,1-1,3,Easy,Humboldt,yes
659,0.0,0,0.22,0,1.0,2,1,0,0.27,0,0.9375,0,1,5350.0,3.5,71.0,5,27.0,2-2,3,King,Sonoma,yes
660,1.0,0,0.31,0,0.0,1,1,0,0.38,0,0.7153846,0,1,150.0,3.1,84.0,6,32.0,3-2,1,Able,San Mateo,yes
661,0.0,0,0.32,0,1.0,2,1,0,0.35,0,0.75151515,0,1,58.0,4.2,81.0,7,47.0,2-1,1,Barbara,Tehama,yes
662,0.0,0,0.23,0,1.0,1,5,0,0.25,0,0.7982456,0,1,15.0,3.6,79.0,6,37.0,1-1,1,Florence,Orange,yes
663,0.0,0,0.32,0,1.0,1,2,0,0.38,0,0.79626167,0,1,19321.0,4.5,75.0,5,22.0,1-2,3,Carol,San Bernardino,yes
664,1.0,0,0.22,0,1.0,1,1,0,0.37,0,0.875,0,1,3230.0,3.7,60.0,4,27.0,2-2,3,Edna,Los Angeles,yes
665,0.0,0,0.26,0,0.0,1,2,0,0.27,0,0.62068963,0,1,24260.0,3.4,80.0,6,32.0,3-2,4,Hazel,Humboldt,yes
666,0.0,0,0.22,0,1.0,2,2,0,0.24,0,0.78756475,0,1,2030.0,4.5,84.0,3,42.0,2-2,3,Connie,San Bernardino,yes
667,0.0,0,0.27,0,1.0,4,1,0,0.36,0,0.675,0,1,14730.0,4.6,81.0,6,37.0,2-2,1,Diane,San Luis Obispo,yes
668,0.0,0,0.23,0,0.0,1,1,0,0.23,0,0.61946905,0,1,6200.0,4.8,,6,47.0,2-1,3,Ione,Santa Clara,yes
669,0.0,0,0.31,0,1.0,2,1,0,0.33,0,0.7133333,0,1,1540.0,4.5,64.0,5,22.0,3-2,2,Flossy,El Dorado,yes
670,1.0,0,0.28,1,1.0,1,1,0,0.28,0,0.6,0,1,,4.4,77.0,6,27.0,3-1,4,Audrey,Los Angeles,yes
671,0.0,0,0.18,0,0.0,1,3,0,0.33,0,0.75757575,0,1,540.0,4.1,80.0,5,27.0,3-1,3,Helene,Inyo,yes
672,0.0,0,0.29,1,0.0,2,3,0,0.37,1,0.9533333,1,0,430.0,3.9,76.0,4,32.0,1-1,1,Debra,Santa Barbara,yes
673,0.0,0,0.24,0,1.0,2,2,0,0.32,0,0.91851854,0,1,510.0,4.3,,5,22.0,3-2,3,Gracie,Madera,yes
674,0.0,0,0.27,0,0.0,2,1,0,0.27,0,0.6967213,0,1,53270.0,3.5,69.0,4,47.0,3-1,4,Donna,Siskiyou,yes
675,0.0,0,0.28,0,1.0,2,1,0,0.28,0,0.9513889,0,1,35.0,4.0,77.0,5,32.0,2-2,1,Ethel,Sonoma,yes
676,0.0,0,0.3,0,1.0,2,1,0,0.39,0,0.95238096,0,1,15850.0,4.0,93.0,5,27.0,3-1,4,Carla,Nevada,yes
677,0.0,0,0.31,0,1.0,2,5,0,0.38,0,0.9389313,0,1,300.0,4.6,70.0,5,22.0,3-1,1,Cindy,Tulare,no
678,0.0,0,0.34,0,1.0,1,1,0,0.38,0,0.8,0,1,6450.0,4.6,82.0,6,27.0,3-1,2,Cleo,Tulare,no
679,0.0,0,0.31,0,0.0,2,1,0,0.38,1,0.9478261,1,0,16260.0,3.7,78.0,5,22.0,1-2,2,Dora,Tuolumne,no
680,0.0,1,0.25,0,1.0,2,6,0,0.3,1,0.904,0,0,2770.0,3.5,82.0,7,57.0,1-2,3,Hilda,Los Angeles,no
681,0.0,1,0.25,0,1.0,2,6,0,0.39,0,0.85714287,0,1,800.0,3.6,79.0,6,17.5,2-1,2,Isbell,Merced,no
682,0.0,0,0.22,0,1.0,2,1,0,0.34,0,0.6319703,0,1,20000.0,3.9,90.0,6,57.0,3-2,3,Betsy,San Mateo,no
683,0.0,0,0.17,1,1.0,2,1,0,0.19,0,0.34042552,0,1,730.0,4.2,80.0,3,22.0,3-2,2,Alma,Santa Clara,yes
684,0.0,0,0.26,0,1.0,3,6,1,0.34,0,0.5753846,0,1,99.0,3.2,95.0,3,42.0,2-1,1,Inez,Sonoma,yes
685,1.0,0,0.32,0,0.0,2,1,0,0.33,0,0.5181347,0,1,5060.0,4.9,85.0,1,22.0,2-2,3,Beulah,Kern,yes
686,0.0,0,0.19,1,1.0,2,5,0,0.31,0,0.75,0,1,800.0,4.0,68.0,6,22.0,3-2,2,Gladys,San Mateo,yes
687,0.0,1,0.28,0,1.0,2,1,0,0.29,0,0.8,0,1,23040.0,3.5,69.0,5,32.0,1-1,5,Camille,Tuolumne,yes
688,0.0,0,0.2,0,1.0,2,4,0,0.2,0,0.4093567,0,1,6870.0,3.4,74.0,5,27.0,3-1,3,Celia,Placer,yes
689,0.0,0,0.34,0,1.0,2,5,0,0.45,0,0.54545456,0,1,300.0,4.2,75.0,1,22.0,1-1,2,Edith,Stanislaus,yes
690,0.0,0,0.27,0,1.0,2,1,0,0.32,0,0.7888889,0,1,500.0,3.5,73.0,1,37.0,1-1,1,Fern,Lassen,yes
691,0.0,0,0.09,1,1.0,1,1,0,0.2,0,0.7777778,0,1,200.0,4.4,88.0,3,32.0,3-1,1,Ginger,Shasta,yes
692,0.0,0,0.19,1,1.0,1,1,0,0.27,0,0.79651165,0,1,20430.0,3.7,87.0,5,37.0,1-1,1,Agnes,Tulare,yes
693,1.0,0,0.11,0,,2,1,0,0.13,0,0.35416666,0,1,1180.0,3.4,80.0,5,37.0,1-1,3,Carmen,Los Angeles,yes
694,0.0,0,0.07,1,1.0,1,1,0,0.15,0,0.85714287,0,1,6190.0,3.0,95.0,5,57.0,2-2,3,Eloise,Santa Clara,yes
695,0.0,0,0.02,1,1.0,1,1,0,0.1,0,0.8,0,1,570.0,3.9,70.0,3,27.0,2-2,1,Belle,Los Angeles,yes
696,0.0,0,0.24,0,1.0,2,1,0,0.38,0,0.5629139,0,1,66.0,2.8,72.0,1,42.0,3-2,1,Babe,Sonoma,yes
697,0.0,0,0.13,0,1.0,1,1,0,0.22,0,0.7938144,0,1,70.0,3.7,79.0,6,57.0,1-1,1,Bob,Kern,yes
698,0.0,0,0.21,1,1.0,1,1,0,0.22,0,0.60335195,0,1,2700.0,4.6,85.0,6,37.0,2-2,2,David,Shasta,yes
699,0.0,0,0.12,1,1.0,2,1,0,0.13,0,0.8,0,1,12770.0,4.2,81.0,5,37.0,1-2,3,Frederic,Placer,yes
700,0.0,0,0.04,0,0.0,1,1,0,0.07,0,0.5121951,0,1,2130.0,4.4,89.0,6,37.0,1-2,3,Allen,Siskiyou,yes
701,0.0,0,0.3,0,0.0,1,1,0,0.36,1,0.5910543,0,0,10400.0,3.8,85.0,1,27.0,2-1,3,Alicia,Sonoma,yes
702,0.0,0,0.3,0,0.0,1,1,0,0.36,1,0.5910543,0,0,410.0,4.1,83.0,6,37.0,1-2,2,Diana,Madera,yes
703,0.0,0,0.2447,0,1.0,1,1,0,0.2465,0,0.79565215,0,1,130.0,3.7,82.0,4,22.0,2-2,1,Bob,Humboldt,yes
704,0.0,0,0.169,0,1.0,1,1,0,0.219,0,0.58181816,0,1,160.0,4.1,78.0,6,57.0,3-1,1,Danny,El Dorado,yes
705,0.0,0,0.214,0,1.0,2,5,0,0.313,1,0.94285715,1,0,4180.0,3.0,77.0,6,37.0,3-1,3,Elena,Sonoma,yes
706,0.0,0,0.289,1,1.0,1,1,0,0.377,0,0.75301206,0,1,3020.0,3.2,80.0,6,22.0,2-1,3,Gloria,Tehama,yes
707,0.0,0,0.074,1,0.0,1,1,0,0.12100001,0,0.7671233,0,1,4730.0,2.8,85.0,5,27.0,1-1,1,Juan,Sonoma,yes
708,0.0,0,0.28,0,1.0,1,1,0,0.319,0,0.75409836,0,1,1310.0,4.7,75.0,5,57.0,3-1,2,Kate,Sonoma,yes
709,0.0,0,0.27899998,0,1.0,2,1,0,0.357,0,0.6977612,0,1,6.0,4.2,76.0,6,32.0,2-2,1,Bonnie,Placer,yes
710,0.0,0,0.214,1,0.0,1,1,0,0.378,0,0.7614679,0,1,58.0,3.2,70.0,5,22.0,2-2,1,Charley,Santa Cruz,yes
711,0.0,0,0.203,0,1.0,2,1,0,0.29299998,0,0.89772725,0,1,1.0,3.1,67.0,1,32.0,1-2,1,Floyd,Humboldt,yes
712,0.0,0,0.29700002,0,1.0,2,1,0,0.38099998,0,0.7718121,0,1,4.0,4.0,70.0,6,37.0,3-2,1,Florence,San Bernardino,yes
713,1.0,0,0.2,0,0.0,1,1,0,0.233,0,0.6859756,0,1,290.0,4.2,95.0,5,32.0,3-2,1,Chantal,Placer,yes
714,0.0,0,0.271,0,0.0,1,1,0,0.287,0,0.5555556,0,1,20020.0,4.3,74.0,7,42.0,3-2,4,Hugo,El Dorado,yes
715,0.0,0,0.213,1,1.0,3,1,0,0.245,0,0.70422536,0,1,230.0,3.3,79.0,5,27.0,3-1,1,Jerry,Orange,yes
716,0.0,0,0.214,0,1.0,2,2,0,0.295,0,0.8974359,0,1,3620.0,4.1,78.0,6,37.0,2-2,2,Bob,Glenn,yes
717,0.0,0,0.188,0,1.0,2,1,0,0.393,0,0.76642334,0,1,66730.0,3.7,73.0,3,37.0,2-1,5,Andrew,San Mateo,yes
718,0.0,0,0.29,0,1.0,2,5,0,0.33,0,0.64935064,0,1,96.0,3.3,68.0,6,32.0,1-2,3,Emily,Santa Barbara,yes
719,1.0,0,0.259,0,1.0,2,1,0,0.29799998,0,0.17857143,0,1,1650.0,3.8,79.0,1,22.0,3-2,2,Erin,San Bernardino,yes
720,0.0,0,0.344,0,1.0,1,1,0,0.403,0,0.79810727,0,1,7550.0,3.4,83.0,2,27.0,2-1,3,Opal,Sonoma,yes
721,0.0,0,0.301,0,1.0,2,1,0,0.38599998,0,0.86206895,0,1,700.0,4.2,73.0,2,27.0,1-2,2,Bertha,Santa Clara,yes
722,1.0,1,0.22299999,0,0.0,2,6,0,0.382,1,0.95,0,0,8260.0,3.8,83.0,5,42.0,2-1,3,Fran,Santa Barbara,yes
723,0.0,0,0.26700002,0,1.0,1,1,0,0.352,0,0.62761503,0,1,200.0,3.5,78.0,5,42.0,3-1,1,Danny,San Diego,yes
724,1.0,0,0.206,0,0.0,2,1,0,0.306,0,0.5714286,0,1,1650.0,3.3,62.0,1,27.0,2-1,2,Bonnie,Orange,yes
725,0.0,0,0.31129998,0,1.0,2,1,0,0.4001,0,0.76704544,0,1,160.0,4.3,78.0,5,22.0,2-1,1,Earl,Santa Barbara,yes
726,0.0,0,0.23200001,0,1.0,2,1,0,0.27,0,0.9448819,0,1,3870.0,4.1,78.0,6,37.0,2-2,2,Georges,Santa Cruz,yes
727,0.0,0,0.23,0,0.0,2,1,0,0.385,0,0.8005391,0,1,94.0,4.5,66.0,4,22.0,3-2,3,Bret,Glenn,yes
728,0.0,0,0.177,0,1.0,2,1,0,0.21200001,0,0.8754864,0,1,8130.0,4.5,80.0,5,27.0,3-1,2,Floyd,Sonoma,yes
729,0.0,0,0.11,0,1.0,1,2,0,0.175,0,0.7905405,0,1,1430.0,4.6,75.0,6,32.0,2-2,1,Irene,Nevada,yes
730,1.0,0,0.2764,0,0.0,2,1,0,0.2996,0,0.42962962,0,1,1260.0,4.4,79.0,6,27.0,3-2,1,Lili,Kings,yes
731,0.0,0,0.252,0,1.0,1,1,0,0.258,0,0.75,0,1,250.0,4.1,87.0,1,27.0,2-1,1,Claudette,San Diego,yes
732,0.0,0,0.261,0,1.0,1,1,0,0.266,0,0.41152263,0,1,4980.0,4.5,66.0,6,42.0,2-1,2,Isabel,Lassen,yes
733,0.0,0,0.155,0,0.0,1,1,0,0.24299999,0,0.58436215,0,1,5.0,4.3,70.0,6,27.0,3-2,1,Alex,Ventura,yes
734,0.0,0,0.133,0,1.0,1,5,0,0.155,0,0.8,0,1,20510.0,4.4,72.0,6,27.0,1-2,4,Charley,Tuolumne,yes
735,0.0,0,0.125,0,1.0,1,2,0,0.3,0,0.8,0,1,12620.0,4.9,79.0,5,32.0,2-1,2,Frances,Siskiyou,yes
736,0.0,0,0.312,0,1.0,3,1,0,0.39900002,0,0.57471263,0,1,170.0,4.7,71.0,5,32.0,3-2,1,Gaston,Sonoma,yes
737,0.0,0,0.22780001,0,0.0,2,1,0,0.2474,0,0.79735684,0,1,18590.0,4.6,73.0,6,22.0,1-2,3,Ivan,San Diego,yes
738,0.0,1,0.0,1,1.0,1,5,0,0.395,0,0.78431374,0,1,10210.0,4.8,87.0,1,37.0,1-1,3,Jeanne,Sonoma,yes
739,1.0,0,0.2,0,0.0,2,1,0,0.36,0,0.8,0,1,350.0,4.2,86.0,5,27.0,2-2,1,Cindy,Humboldt,yes
740,0.0,0,0.43,1,1.0,1,1,0,0.43,1,0.64231735,0,0,2650.0,4.6,70.0,5,27.0,1-2,3,Dennis,Kern,yes
741,0.0,0,0.19,0,1.0,1,1,0,0.39,0,0.8,0,1,,4.7,78.0,1,27.0,3-1,3,Katrina,Tulare,yes
742,0.0,0,0.27,0,1.0,2,1,0,0.33,0,0.7586207,0,1,91.0,4.6,73.0,6,32.0,1-1,1,Ophelia,Santa Clara,yes
743,0.0,0,0.2,1,1.0,1,1,0,0.35,0,0.62068963,0,1,10690.0,3.6,73.0,5,27.0,1-2,3,Rita,Kern,yes
744,0.0,0,0.26,0,1.0,2,2,0,0.33,0,0.8,0,1,25960.0,3.9,79.0,5,52.0,3-1,3,Wilma,Kings,yes
745,0.0,0,0.32,0,1.0,2,1,0,0.43,0,0.31609195,0,1,51.0,4.0,88.0,6,27.0,3-2,1,Humberto,San Diego,yes
746,1.0,0,0.28,0,0.0,2,1,0,0.29,0,0.625,0,1,1110.0,4.4,79.0,5,37.0,3-1,1,Dolly,San Diego,yes
747,0.0,0,0.24,0,1.0,2,1,0,0.28,0,0.7835821,0,1,4360.0,4.5,75.0,5,27.0,3-2,2,Gustav,Tulare,yes
748,0.0,0,0.18,0,0.0,2,1,0,0.4,0,0.6041667,0,1,20370.0,4.4,68.0,1,52.0,3-1,2,Ike,San Diego,yes
749,0.0,0,0.22,0,1.0,2,3,0,0.37,0,0.78688526,0,1,7110.0,3.0,78.0,6,57.0,2-2,1,Irene,Orange,yes
750,0.0,0,0.33,0,1.0,2,3,0,0.33,0,0.51282054,0,1,24000.0,3.7,81.0,5,27.0,1-2,1,Isaac,Los Angeles,yes
751,0.0,0,0.24,0,1.0,1,1,0,0.28,0,0.796875,0,1,75000.0,3.6,74.0,6,37.0,3-2,2,Sandy,Los Angeles,yes
752,0.0,0,0.31,0,1.0,1,1,0,0.36,0,0.63106793,0,1,1590.0,3.1,76.0,4,22.0,3-2,3,Easy,Marin,yes
753,0.0,0,0.18,1,0.0,1,1,1,0.45,0,0.87,0,1,5350.0,3.8,75.0,5,32.0,3-2,3,King,Santa Clara,yes
754,0.0,0,0.13,0,1.0,1,1,0,0.3,0,0.5,0,1,150.0,4.7,74.0,6,37.0,3-1,1,Able,Tehama,yes
755,1.0,0,0.21,1,0.0,1,1,0,0.38,0,0.3539823,0,1,58.0,3.8,78.0,4,22.0,2-1,1,Barbara,Humboldt,yes
756,0.0,0,0.29,0,0.0,1,1,0,0.29,0,0.33333334,0,1,15.0,3.8,65.0,6,42.0,1-1,1,Florence,San Diego,yes
757,0.0,0,0.31,1,1.0,1,1,0,0.33,0,0.5769231,0,1,19321.0,2.8,68.0,1,52.0,1-2,3,Carol,Shasta,yes
758,0.0,0,0.21,0,1.0,1,1,1,0.21,0,0.46296296,0,1,3230.0,4.0,83.0,1,37.0,2-2,3,Edna,Kern,yes
759,0.0,1,0.22,0,1.0,2,1,0,0.31,0,0.7123288,0,1,24260.0,4.0,70.0,5,27.0,1-2,4,Hazel,Santa Clara,yes
760,0.0,1,0.19,0,0.0,2,1,0,0.19,0,0.6633663,0,1,2030.0,3.5,81.0,5,32.0,1-1,3,Connie,Orange,yes
761,1.0,1,0.36,0,0.0,2,2,0,0.36,0,0.6111111,0,1,14730.0,3.4,70.0,6,27.0,3-2,1,Diane,El Dorado,yes
762,1.0,1,0.28,0,1.0,2,1,0,0.35,0,0.6883721,0,1,6200.0,4.0,74.0,5,27.0,2-2,3,Ione,El Dorado,yes
763,0.0,1,0.28,0,0.0,2,5,0,0.37,0,0.8873239,0,1,1540.0,3.5,87.0,6,37.0,1-1,2,Flossy,Placer,yes
764,1.0,0,0.28,0,0.0,2,2,0,0.34,0,0.7923077,0,1,,3.8,77.0,5,47.0,1-1,4,Audrey,El Dorado,yes
765,0.0,0,0.27,0,1.0,2,2,0,0.33,0,0.8,0,1,540.0,4.7,82.0,1,32.0,2-2,3,Helene,Humboldt,yes
766,1.0,0,0.3,0,0.0,2,1,0,0.31,0,0.4702381,0,1,430.0,3.9,64.0,1,27.0,1-1,1,Debra,Los Angeles,yes
767,1.0,0,0.3458,0,0.0,1,1,0,0.3458,0,0.5652174,0,1,510.0,4.5,76.0,5,57.0,1-2,3,Gracie,Placer,yes
768,0.0,1,0.32,1,1.0,2,2,0,0.42,0,0.9409091,0,1,53270.0,4.2,76.0,5,22.0,1-1,4,Donna,Placer,yes
769,0.0,1,0.28,0,0.0,2,5,0,0.38,0,1.0,0,1,35.0,4.7,80.0,3,42.0,2-2,1,Ethel,Sonoma,yes
770,1.0,1,0.26,0,0.0,2,2,0,0.35,0,0.61538464,0,1,15850.0,4.0,67.0,2,57.0,3-2,4,Carla,San Mateo,yes
771,1.0,0,0.27,0,0.0,2,3,0,0.33,0,0.6057692,0,1,300.0,4.8,,6,57.0,3-2,1,Cindy,Nevada,yes
772,0.0,1,0.24,0,1.0,2,3,0,0.24,0,0.88461536,0,1,6450.0,4.8,79.0,4,22.0,3-2,2,Cleo,Madera,yes
