Unnamed: 0,female,black,housing_expense_ratio,self_employed,married,mortgage_credit,consumer_credit,bad_history,PI_ratio,deny,loan_to_value,denied_PMI,accept,player,religiousness,expenditure,school,persons,games,f_other,n_other,students,occupation
482,0.0,0,0.207,0,0.0,2,1,0,0.222,0,0.75,0,1, Fágner,5,4969.180664,Anaheim Elementary,3,1,3,5,17,4
483,0.0,0,0.168,0,0.0,1,6,0,0.253,0,0.66451615,0,1,Obafemi Martins,4,4675.674805,Lemoore Union Elementary,2,1,7,10,19,1
484,1.0,0,0.16600001,0,1.0,2,6,0,0.184,0,0.5764706,0,1,Claudio Pizarro,2,5306.132813,Armona Union Elementary,2,1,3,5,19,6
485,0.0,0,0.33,0,0.0,2,1,0,0.4,0,0.88709676,0,1, Paulo Ferreira,2,5693.883301,Beardsley Elementary,1,1,9,13,30,6
486,0.0,0,0.24,0,0.0,1,1,0,0.34,0,0.79310346,0,1,Alexander Meier,1,5181.57959,South Whittier Elementary,2,1,3,5,15,5
487,0.0,0,0.0904,0,0.0,2,6,1,0.3037,1,0.8,0,0, Marchena,2,5228.650879,Hanford Elementary,1,1,7,10,20,5
488,0.0,0,0.19,1,1.0,2,1,0,0.41,0,0.7018868,0,1,Clint Hill,2,5339.391113,National Elementary,3,6,7,10,84,6
489,0.0,0,0.18,0,0.0,2,6,1,0.18,1,1.0,0,0,Pablo Zabaleta,1,6056.49707,Roseland Elementary,2,3,4,6,13,1
490,0.0,0,0.27,1,1.0,2,2,0,0.4,0,0.7111111,0,1,Jérémy Mathieu,2,4845.680176,Di Giorgio Elementary,2,2,9,13,12,6
491,1.0,0,0.31,0,0.0,2,2,0,0.31,0,0.77697843,0,1,Jed Steer,3,4826.666016,Keppel Union Elementary,4,1,7,10,47,6
492,0.0,0,0.34,0,1.0,2,1,0,0.53,0,0.4632353,0,1,Marc Lais,3,5367.090332,Lakeside Union Elementary,2,1,4,6,10,3
493,0.0,0,0.2658,0,0.0,2,2,0,0.32580003,0,0.7898089,0,1,Sam Mantom,1,5742.73291,Merced City Elementary,3,2,7,10,28,6
494,0.0,0,0.24790001,0,0.0,1,1,0,0.39240003,0,0.61333334,0,1, Piti,3,4136.250977,Guadalupe Union Elementary,3,4,3,5,10,5
495,0.0,0,0.1934,0,1.0,2,1,0,0.2251,0,0.35874438,0,1,Jérémy Pied,4,5267.831055,Cucamonga Elementary,2,1,4,6,86,6
496,0.0,0,0.2385,0,1.0,1,1,1,0.38169998,0,0.7754237,0,1,Thomas Kahlenberg,4,5238.39209,Knightsen Elementary,4,1,4,6,21,1
497,0.0,1,0.2275,0,0.0,2,1,0,0.3375,0,0.902439,0,1,Stefan Aigner,3,5462.899414,Rio Dell Elementary,2,3,3,5,15,3
498,1.0,0,0.16,0,0.0,1,2,0,0.16,0,0.9117647,0,1,Mario Gómez,4,6313.373535,Montague Elementary,3,4,3,5,30,4
499,1.0,1,0.3,0,0.0,2,4,0,0.3,1,1.1111112,0,0,Abdoulaye Sané,3,6653.030762,McCloud Union Elementary,2,1,3,5,20,3
500,0.0,0,0.08,1,0.0,1,1,0,0.1,0,0.5479452,0,1,Kossi Agassa,5,5533.149414,Santa Paula Elementary,1,1,3,5,12,5
501,0.0,0,0.12,0,1.0,1,3,0,0.2,0,0.9391892,0,1, David Villa,2,6118.710449,West Park Elementary,1,1,4,6,25,5
502,0.0,0,0.06,0,0.0,1,1,0,0.08,0,0.72864324,0,1,Ivan Rakitić,2,5098.626953,Atwater Elementary,1,6,4,6,15,6
503,0.0,0,0.06,1,0.0,1,2,0,0.1,0,0.7832898,0,1,Holger Badstuber,2,5652.878906,Weaver Union Elementary,2,1,7,10,13,4
504,0.0,1,0.07,0,1.0,1,2,0,0.17,0,1.2246376,0,1,Wakaso Mubarak,5,5329.002441,Pacific Union Elementary,1,1,7,10,42,1
505,0.0,0,0.21,0,0.0,2,1,0,0.29,0,0.7977528,0,1,Ragnar Klavan,3,5929.809082,Lucerne Valley Unified,4,1,7,10,22,3
506,0.0,0,0.33,0,0.0,2,2,0,0.37,0,0.9220779,0,1,Ivan Rakitić,4,4897.067871,Romoland Elementary,3,1,7,10,28,1
507,1.0,0,0.32,0,0.0,2,1,0,0.36,0,0.6814815,0,1,Germán Lux,3,5100.202148,El Monte City Elementary,4,3,4,6,22,7
508,0.0,0,0.17,0,1.0,2,2,0,0.25,0,0.89285713,0,1,Dejan Lovren,2,4825.722656,Greenfield Union Elementary,3,3,3,5,30,4
509,0.0,0,0.32,0,1.0,2,6,1,0.36,1,0.8,0,0,Charlison Benschop,1,4079.12915,Palo Verde Union Elementary,1,1,3,5,26,3
510,0.0,0,0.36,0,1.0,2,1,0,0.39,0,0.8909091,0,1,Robert Hall,3,5349.367676,Elverta Joint Elementary,4,2,7,10,12,6
511,0.0,0,0.31,0,0.0,2,2,0,0.38,0,0.7753623,0,1,Alexandre Alphonse,4,5869.38916,Lucerne Elementary,3,1,7,10,22,6
512,0.0,0,0.34,1,0.0,2,2,0,0.4,0,0.8,0,1,Michael Owen,1,6462.12793,Luther Burbank Elementary,3,2,7,10,57,5
513,0.0,0,0.25,0,0.0,1,1,0,0.36,0,0.8,0,1,Bacary Sagna,3,6231.601563,Bangor Union Elementary,3,3,3,5,10,5
514,0.0,0,0.34,1,1.0,2,2,0,0.38,0,0.91923076,0,1,Samed Yesil,1,4993.867676,Bayshore Elementary,1,1,3,5,69,4
515,1.0,0,0.31,0,0.0,2,1,0,0.33,0,0.6592179,0,1,Franck Signorino,4,4663.811035,Oak Valley Union Elementary,1,1,7,10,46,1
516,0.0,0,0.26,0,1.0,1,2,0,0.37,0,0.7837838,0,1,Adam Johnson,1,6107.106445,Wilsona Elementary,4,1,4,6,54,4
517,0.0,1,0.13,1,1.0,1,3,1,0.22,0,0.7986111,0,1,Vasilis Pliatsikas,4,5324.228027,Brawley Elementary,3,1,7,10,24,5
518,0.0,0,0.24,0,1.0,1,1,1,0.3,0,0.42372882,0,1,Innocent Emeghara,1,5221.460938,Meadows Union Elementary,2,1,7,10,85,5
519,1.0,0,0.35,0,0.0,2,1,0,0.36,0,0.9144737,0,1, Íñigo López,3,5157.784668,Little Lake City Elementary,3,1,7,10,44,6
520,0.0,0,0.28,0,1.0,2,6,0,0.41,0,0.89617485,0,1,Mauro Boselli,3,5131.119141,Pond Union Elementary,4,1,7,10,35,4
521,1.0,0,0.3,0,0.0,2,1,0,0.35,0,0.6837607,0,1, Míchel,3,5279.354004,Taft City Elementary,4,5,7,10,11,5
522,0.0,0,0.32,0,0.0,2,1,0,0.32,0,0.8,0,1,Cata Díaz,2,4704.043945,Brittan Elementary,2,5,9,13,22,4
523,0.0,1,0.28,0,1.0,2,6,1,0.41,1,0.9259259,1,0,Pantxi Sirieix,4,6089.910645,Arena Union Elementary,2,3,9,13,45,2
524,0.0,0,0.28,0,1.0,2,1,0,0.32,0,0.8969697,0,1,Glenn Whelan,3,5356.833496,Adelanto Elementary,3,1,4,6,22,6
525,0.0,0,0.18,0,1.0,1,3,0,0.4,0,0.8769231,0,1,Shaun Derry,1,5144.549316,Hollister School District,2,6,7,10,64,5
526,0.0,1,0.27,0,0.0,2,1,0,0.33,1,0.8,0,0, Marchena,3,4906.22998,Palmdale Elementary,4,1,3,5,31,1
527,1.0,0,0.25,0,1.0,2,1,0,0.28,0,0.90217394,0,1, Roderick Miranda,2,5489.588867,Oroville City Elementary,2,1,3,5,59,5
528,0.0,0,0.35,0,1.0,1,2,0,0.35,0,0.44,0,1,Demba Ba,3,5718.55127,Standard Elementary,1,4,3,5,9,5
529,1.0,1,0.35,0,1.0,2,1,0,0.4,1,0.7826087,0,0,Sokratis Papastathopoulos,2,4436.152832,Briggs Elementary,4,1,7,10,15,2
530,0.0,1,0.18,1,1.0,2,6,1,0.3,1,0.9008043,0,0,Manuel Friedrich,4,4895.439453,Monroe Elementary,1,2,4,6,23,1
531,0.0,0,0.23,0,0.0,2,4,0,0.35,0,0.8744186,0,1,Joey Barton,3,5159.21875,Lancaster Elementary,3,15,3,5,47,5
532,0.0,0,0.19,0,1.0,1,1,0,0.2,0,0.70080864,0,1,Milorad Peković,1,5490.654785,Alview-Dairyland Union Elementary,4,1,3,5,19,6
533,0.0,0,0.28,0,1.0,4,1,0,0.29,0,0.375,0,1,Louis Saha,2,5172.019531,Magnolia Elementary,4,4,7,10,17,5
534,0.0,0,0.27,0,1.0,2,2,0,0.36,0,0.82,0,1,Geoff Cameron,3,4441.672852,Liberty Elementary,1,2,9,13,46,4
535,1.0,0,0.2,0,0.0,2,1,0,0.34,0,0.35042736,0,1, Dani Alves,5,5220.370117,Mt. Pleasant Elementary,2,1,4,6,348,6
536,0.0,0,0.04,0,1.0,2,2,0,0.26,0,0.3968254,0,1,Emre Belözoğlu,2,5252.810547,El Centro Elementary,2,4,7,10,44,6
537,0.0,0,0.21,0,1.0,1,2,0,0.28,0,0.63887936,0,1, Álvaro González,1,5518.702148,South Bay Union Elementary,4,1,3,5,19,3
538,0.0,0,0.24,0,1.0,1,2,0,0.43,0,0.4017857,0,1,Anthony Modeste,4,5609.487793,Cascade Union Elementary,3,7,3,5,47,1
539,0.0,0,0.2,1,1.0,1,1,0,0.27,0,0.7972973,0,1,Noah Korczowski,2,4945.031738,Kings River Union Elementary,4,1,4,6,33,4
540,1.0,0,0.22,0,0.0,2,2,0,0.28,0,0.7455782,0,1,Peter Odemwingie,2,5223.025391,Gerber Union Elementary,1,4,3,5,10,1
541,1.0,0,0.25,0,1.0,2,1,0,0.27,0,0.85153645,0,1,Faouzi Ghoulam,3,4757.025391,Exeter Union Elementary,4,1,7,10,7,5
542,1.0,0,0.3,0,0.0,1,1,0,0.36,0,0.6397134,0,1,Luuk de Jong,4,5522.161621,American Union Elementary,3,2,3,5,9,4
543,0.0,0,0.35,0,1.0,3,2,0,0.35,0,0.625,0,1,Kenwyne Jones,4,6087.608887,San Antonio Union Elementary,4,12,9,13,12,6
544,1.0,0,0.31,0,0.0,2,1,0,0.33,0,0.858922,0,1,Kun Agüero,2,4960.515625,Burton Elementary,4,2,3,5,13,6
545,0.0,0,0.24,0,1.0,1,3,0,0.32,0,0.7432432,0,1, Mariano,5,4880.040527,Nuview Union Elementary,1,4,7,10,16,5
546,0.0,0,0.04,0,1.0,1,1,0,0.23,0,0.5,0,1,Emmanuel Mayuka,3,6538.417969,Bellevue Union Elementary,2,13,7,10,18,5
547,0.0,0,0.28,0,1.0,2,2,0,0.37,0,0.48715678,0,1, Moyá,2,4925.659668,Garvey Elementary,1,8,4,6,16,1
548,0.0,0,0.1725,0,1.0,2,2,0,0.3312,0,0.68,0,1,Marouane Chamakh,3,5204.6875,Corning Union Elementary,2,5,9,13,15,5
549,0.0,0,0.2569,0,0.0,2,5,0,0.3513,1,0.54285717,0,0,Fabian Johnson,2,4907.410645,Jefferson Elementary,2,3,7,10,85,4
550,0.0,0,0.282,0,1.0,1,1,0,0.45700002,0,0.7526316,0,1,Ben Foster,3,5923.45166,Big Springs Union Elementary,2,1,4,6,11,1
551,0.0,0,0.2933,0,1.0,2,1,0,0.3524,0,0.9029851,0,1,Moussa Dembélé,5,4741.957031,General Shafter Elementary,2,1,7,10,60,4
552,0.0,0,0.21090001,0,0.0,2,2,0,0.41689998,1,0.9230769,1,0,Sylvain Armand,4,4954.019531,Turlock Joint Elementary,4,6,3,5,27,6
553,1.0,0,0.20950001,0,1.0,2,1,0,0.2191,0,0.7948718,0,1,Zdeněk Pospěch,2,5500.10791,Twain Harte-Long Barn Union Elementary,2,1,4,6,61,6
554,0.0,0,0.159,1,0.0,2,1,0,0.2052,1,0.6025641,1,0, Miguel Torres,3,5360.51709,Redwood City Elementary,3,1,4,6,23,6
555,1.0,0,0.37150002,0,0.0,2,2,0,0.4611,0,0.7844828,0,1,Nicolai Müller,5,5685.63916,Camino Union Elementary,1,2,3,5,98,5
556,0.0,0,0.3158,0,1.0,2,2,0,0.3466,0,0.5760369,0,1,Hugo Lloris,2,5594.196289,Plainsburg Union Elementary,1,17,3,5,48,6
557,0.0,0,0.20889999,0,1.0,1,1,0,0.3167,0,0.72164947,0,1,Manuel Friedrich,2,4692.566895,Banta Elementary,1,9,3,5,86,5
558,0.0,0,0.2649,0,1.0,2,1,0,0.3728,0,0.8984375,0,1,Vadim Demidov,1,5085.40625,Washington Colony Elementary,4,1,3,5,76,5
559,1.0,0,0.661,0,0.0,2,1,0,0.661,0,0.43356642,0,1,Mevlüt Erdinç,3,5456.197266,Rio Linda Union Elementary,1,1,4,6,77,6
560,0.0,0,0.2643,0,1.0,2,1,0,0.35619998,0,0.8472222,0,1,Timo Hildebrand,4,5105.179688,Chatom Union Elementary,2,9,4,6,35,5
561,0.0,1,0.26299998,0,1.0,2,2,0,0.3745,0,0.8958333,0,1, Marchena,2,5519.677246,Merced River Union Elementary,2,2,7,10,39,5
562,0.0,0,0.22850001,0,1.0,2,1,0,0.314,1,0.75396824,1,0,Stewart Downing,2,5065.911133,Hueneme Elementary,2,1,7,10,111,5
563,0.0,0,0.2556,0,0.0,2,1,0,0.3839,1,0.95,1,0, Ricardo Vaz Tê,2,5182.428223,Cuddeback Union Elementary,4,1,7,10,24,5
564,0.0,0,0.2343,0,1.0,2,2,0,0.3614,0,0.7844828,0,1,Fabricio Coloccini,2,5960.464355,Blue Lake Union Elementary,4,2,7,10,24,5
565,1.0,0,0.24180001,1,0.0,2,1,0,0.26639998,0,0.25316456,0,1, Rafinha,4,5124.836426,Lemon Grove Elementary,1,25,4,6,17,1
566,0.0,0,0.2755,0,1.0,2,2,0,0.32209998,0,0.7483871,0,1,Aaron Ramsey,3,5655.133301,Upper Lake Union Elementary,1,1,3,5,14,1
567,0.0,1,0.20719999,0,1.0,2,1,0,0.23110001,0,0.8382353,0,1, Nando Rafael,4,5811.689941,Peninsula Union Elementary,3,10,3,5,37,5
568,1.0,0,0.32880002,0,0.0,2,2,0,0.36450002,0,0.76296294,0,1,Matthew Upson,1,5467.673828,Ocean View Elementary,1,1,7,10,18,3
569,0.0,0,0.2967,0,1.0,1,1,0,0.4266,0,0.8181818,0,1,Martin Kelly,2,5213.089355,Reeds Creek Elementary,2,1,7,10,15,6
570,0.0,0,0.282,1,1.0,2,1,0,0.2898,0,0.77272725,0,1,Diego Ifrán,1,4613.1875,Arcohe Union Elementary,3,1,7,10,40,3
571,1.0,1,0.39330003,0,0.0,2,3,1,0.8142,0,0.5165289,0,1,Hedwiges Maduro,2,4886.983887,New Jerusalem Elementary,4,1,3,5,38,3
572,0.0,1,0.3189,1,0.0,2,2,0,0.3714,0,0.8648649,0,1,Winston Reid,5,6455.136719,Dunsmuir Elementary,4,1,3,5,40,5
573,0.0,0,0.2345,0,1.0,2,1,0,0.29639998,0,0.89634144,1,1,Aaron Ramsey,1,5125.433105,Stanislaus Union Elementary,3,1,7,10,52,3
574,0.0,1,0.252,0,1.0,2,1,0,0.35349998,0,0.8044693,0,1,Rod Fanni,4,5193.692383,Kingsburg Joint Union Elementary,1,1,4,6,49,6
575,0.0,1,0.2209,0,1.0,2,2,0,0.3475,0,0.78911567,0,1,Issa Ndoye,3,5002.838867,Buena Park Elementary,2,1,7,10,160,5
576,0.0,1,0.35529998,0,0.0,2,1,0,0.4997,0,0.9385475,0,1,Sebastian Rudy,2,5337.625488,Westminster Elementary,3,5,7,10,79,5
577,0.0,0,0.282,0,1.0,1,1,0,0.3743,0,0.5555556,0,1,Jean-Baptiste Pierazzi,4,5161.202148,Island Union Elementary,1,1,7,10,176,4
578,0.0,1,0.368,0,1.0,1,3,0,0.4677,0,0.87431693,0,1,Franck Béria,3,5158.791992,Tulare City Elementary,2,2,7,10,155,6
579,0.0,0,0.0964,1,0.0,2,4,0,0.1043,1,0.6666667,0,0, Míchel,3,5123.474121,Chula Vista Elementary,4,3,7,10,166,6
580,1.0,0,0.32279998,0,1.0,2,1,0,0.32279998,0,0.864,0,1,Brede Hangeland,1,5782.543945,Black Butte Union Elementary,4,16,9,13,186,5
581,0.0,0,0.2805,0,0.0,2,1,0,0.2932,0,0.89915967,0,1, Rafinha,4,4842.60791,McSwain Union Elementary,2,6,9,13,29,7
582,1.0,0,0.3208,0,1.0,2,1,0,0.33560002,0,0.8780488,0,1, Fábio,3,4219.40625,Franklin Elementary,3,1,4,6,37,6
583,0.0,1,0.2651,0,1.0,1,5,0,0.41669998,1,0.75,0,0,Simeon Jackson,2,5081.169922,Escondido Union Elementary,1,2,7,10,29,3
584,0.0,0,0.21450001,0,1.0,2,1,0,0.2575,0,0.625,0,1,Ezequiel Lavezzi,3,5144.993652,East Whittier City Elementary,1,1,3,5,28,6
585,0.0,0,0.1412,0,1.0,1,1,0,0.3577,0,0.6555024,0,1,Nicolas Penneteau,5,4674.298828,Rio Bravo-Greeley Union Elementary,3,7,3,5,21,6
586,0.0,0,0.4632,0,1.0,2,4,0,0.4668,1,0.591716,0,0, Helder,1,4830.326172,Marcum-Illinois Union Elementary,4,1,3,5,13,5
587,0.0,1,0.124,0,1.0,1,3,0,0.216,0,0.32374102,0,1,Stelios Malezas,1,5621.687988,Vallecitos Elementary,1,1,7,10,16,6
588,0.0,0,0.205,1,1.0,1,2,0,0.277,0,0.5859375,0,1,Mahamadou Diarra,4,4948.868164,Victor Elementary,4,1,4,6,24,4
589,0.0,0,0.27,0,1.0,1,1,0,0.27,0,0.6511628,0,1, Dani Pacheco,3,5100.975586,Savanna Elementary,3,6,3,5,23,3
590,0.0,0,0.29,0,1.0,1,2,0,0.32,0,0.7076923,0,1,Giovanni Sio,4,5132.788574,West Side Union Elementary,3,1,3,5,20,1
591,1.0,0,0.145,0,0.0,1,1,0,0.25,0,0.6818182,0,1, Romaric,3,5358.51709,Enterprise Elementary,2,9,7,10,29,6
592,0.0,0,0.207,0,1.0,2,6,0,0.505,1,0.6413502,0,0,Dennis Diekmeier,2,5149.186523,Red Bluff Union Elementary,3,2,9,13,11,3
593,0.0,1,0.13,0,1.0,2,2,0,0.32,0,0.40123457,0,1,Chinedu Ede,2,5373.206543,Jamestown Elementary,2,4,4,6,29,5
594,0.0,1,0.345,1,0.0,2,5,1,0.355,1,0.6875,0,0,David Gigliotti,4,6485.166016,Weed Union Elementary,4,1,7,10,25,4
595,1.0,0,0.29,0,0.0,2,1,0,0.31,0,0.8965517,0,1,Petr Jiráček,3,5504.025391,South Bay Union Elementary,3,1,3,5,42,4
596,1.0,0,0.11,0,0.0,1,2,0,0.3,0,0.47945204,0,1, Jonas,1,5105.734375,Brentwood Union Elementary,4,2,3,5,34,2
597,1.0,0,0.15,0,0.0,1,1,0,0.19,0,0.1847941,0,1,Saido Berahino,2,5634.730957,Summerville Elementary,4,1,4,6,12,5
598,0.0,1,0.15,0,1.0,1,1,0,0.18,0,0.8028169,0,1,Siaka Tiéné,2,4980.294434,Ophir Elementary,2,2,3,5,14,6
599,0.0,0,0.08,0,1.0,1,1,0,0.08,0,0.11111111,0,1,Rafael van der Vaart,3,6113.859863,Montgomery Elementary,4,4,7,10,22,6
600,0.0,0,0.35,0,1.0,1,1,0,0.36,0,0.7368421,0,1, Alex,3,5850.0,Santa Rosa Elementary,1,1,3,5,10,1
601,0.0,0,0.09,0,1.0,2,1,0,0.14,0,0.8,0,1,Zdravko Kuzmanović,3,4547.944824,Salida Union Elementary,2,2,9,13,17,7
602,0.0,0,0.27,0,1.0,2,1,0,0.34,0,0.7939394,0,1,Ammar Jemal,4,5011.840332,Shasta Union Elementary,4,2,3,5,16,6
603,0.0,0,0.27,0,1.0,1,1,0,0.34,0,0.55,0,1,Aaron Ramsey,1,5261.370605,Fortuna Union Elementary,3,1,7,10,15,1
604,0.0,1,0.12,0,1.0,1,1,0,0.32,0,0.8,0,1,Salomon Kalou,5,4276.115234,Rockford  Elementary,2,11,7,10,16,6
605,0.0,0,0.08,0,1.0,1,1,0,0.19,0,0.15428571,0,1,Amin Younes,2,4566.27002,Plaza Elementary,4,1,4,6,16,6
606,0.0,0,0.11,0,1.0,1,2,0,0.32,0,0.4827586,0,1,Éric Abidal,2,6049.495117,Monte Rio Union Elementary,1,1,9,13,30,5
607,0.0,0,0.71,0,0.0,1,1,0,0.73,0,0.6060606,0,1,Yannick Sagbo,2,4974.28125,Janesville Union Elementary,3,3,7,10,23,1
608,0.0,1,0.52,0,1.0,1,1,0,0.58,0,0.8,0,1,Thorben Marx,2,4432.478027,Magnolia Union Elementary,4,1,4,6,13,4
609,0.0,0,0.3,0,0.0,2,1,0,0.3,0,0.79577464,0,1, Josué,4,4924.619141,Shaffer Union Elementary,4,3,7,10,24,1
610,0.0,0,0.09,0,1.0,2,1,0,0.14,0,0.86989415,0,1,Thanos Petsos,4,4603.659668,Fullerton Elementary,1,1,3,5,24,4
611,0.0,0,0.16,1,1.0,1,1,0,0.26,0,0.13513513,0,1,Robbie Kruse,2,5973.925293,Cinnabar Elementary,2,1,4,6,25,7
612,0.0,0,0.33,0,1.0,1,2,0,0.43,0,0.35,0,1,Ludovic Obraniak,4,5215.943848,Santa Barbara Elementary,1,11,4,6,18,6
613,0.0,0,0.18,0,1.0,1,1,0,0.47,0,1.0,0,1,Franco Zuculini,5,4882.236816,Rohnerville Elementary,4,4,3,5,28,6
614,0.0,1,0.13,0,1.0,1,2,0,0.25,0,0.8,0,1,Shaun Maloney,2,4145.835938,Pleasant Grove Joint Union Elementary,3,2,3,5,25,5
615,0.0,0,0.3,0,1.0,1,1,0,0.3,0,0.78125,0,1,Bănel Nicoliţă,4,7542.038086,Mountain Union Elementary,2,1,3,5,40,5
616,0.0,0,0.25,0,1.0,2,6,0,0.27,0,0.6956522,0,1, Jussiê,1,5247.018066,South Fork Union Elementary,2,3,3,5,40,5
617,0.0,0,0.2,0,1.0,1,1,0,0.36,0,0.3888889,0,1, Dani Carvajal,2,5169.814941,Jamul-Dulzura Union Elementary,4,2,4,6,18,4
618,0.0,0,0.155,0,1.0,4,2,0,0.249,0,0.23648648,0,1, Jose Fonte,3,5951.005859,Live Oak Elementary,3,3,4,6,31,5
619,0.0,0,0.133,0,1.0,1,3,0,0.216,0,0.5185185,0,1,Júnior Díaz,2,4746.572266,Menifee Union Elementary,3,1,7,10,15,5
620,0.0,0,0.74,0,1.0,2,1,0,,1,0.75268817,0,0,Florent André,2,4944.092285,Lakeside Union Elementary,2,1,7,10,23,1
621,0.0,0,0.22,1,1.0,1,3,0,0.36,0,0.61538464,0,1,Rafidine Abdullah,2,6306.487305,Whisman Elementary,1,1,7,10,34,5
622,0.0,0,0.162,0,1.0,2,5,0,0.278,0,0.4,0,1,Frédéric Sammaritano,2,4260.306641,McCabe Union Elementary,4,1,7,10,21,5
623,0.0,0,0.23,0,1.0,2,2,0,0.32,0,0.74482757,0,1,Phil Jagielka,4,4718.163086,Lammersville Elementary,1,5,4,6,29,5
624,0.0,0,0.206,0,1.0,2,2,0,0.288,0,0.7478261,0,1,Cédric Mongongu,3,4751.299805,Lassen View Union Elementary,4,4,3,5,45,1
625,0.0,0,0.341,1,1.0,1,2,0,0.48299998,0,0.74666667,0,1,Fabrice Ehret,2,5653.453613,Loleta Union Elementary,4,8,3,5,90,6
626,0.0,0,0.22700001,0,1.0,2,2,0,0.312,0,0.6315789,0,1,Christian Benteke,2,5920.253418,Junction Elementary,1,1,7,10,27,5
627,0.0,0,0.222,0,0.0,1,1,0,0.29700002,0,0.5744681,0,1,Kevin Vogt,4,4825.59082,Rosemead Elementary,3,1,7,10,35,1
628,1.0,0,0.344,0,0.0,2,1,0,0.344,0,0.7,0,1,Philipp Wollscheid,5,5532.582031,Grass Valley Elementary,2,1,7,10,120,6
629,0.0,0,0.262,0,1.0,2,2,0,0.36200002,0,0.49019608,0,1,Václav Pilař,3,3926.06958,Buena Vista Elementary,4,1,3,5,39,5
630,0.0,0,0.285,0,1.0,2,2,0,0.285,0,0.58679706,0,1, Peña,3,5805.636719,Kernville Union Elementary,3,4,3,5,35,5
631,0.0,0,0.264,0,1.0,1,2,0,0.32299998,0,0.75,0,1, Tiago,4,4899.239746,Galt Joint Union Elementary,1,6,7,10,34,6
632,0.0,0,0.17899999,1,1.0,1,1,0,0.404,0,0.7991453,0,1,Per Mertesacker,3,4884.862305,Southside Elementary,4,1,4,6,27,5
633,0.0,1,0.215,0,1.0,2,1,0,0.316,0,0.8962264,0,1,Dariusz Dudka,4,5139.9375,Lakeside Union Elementary,4,1,7,10,20,6
634,0.0,0,0.288,0,0.0,2,4,0,0.288,0,0.7407407,0,1,Marc Planus,5,5249.364746,Nuestro Elementary,2,1,7,10,14,5
635,0.0,0,0.316,0,1.0,2,1,0,0.35799998,0,0.6875,0,1, Cala,1,5399.070313,Alvina Elementary,4,1,7,10,65,6
636,0.0,0,0.29,0,1.0,1,1,0,0.29,0,0.74,0,1,Robert Green,4,4965.290039,Oakley Union Elementary,4,17,7,10,95,5
637,0.0,0,0.31,0,1.0,2,2,0,0.35,0,0.9009009,0,1,Milorad Peković,3,6210.323242,Etna Union Elementary,3,4,7,10,18,1
638,0.0,0,0.23,0,1.0,1,2,1,0.34,0,0.77575755,0,1,Andriy Voronin,4,4797.503418,Jefferson Elementary,2,2,9,13,85,5
639,0.0,0,0.3,0,1.0,2,1,0,0.36,0,0.74545455,0,1,Mark Schwarzer,1,5397.161621,Berryessa Union Elementary,2,1,9,13,113,3
640,0.0,0,0.22,0,1.0,2,6,1,0.27,1,0.7256098,0,0,Max Kruse,3,5078.5,Kit Carson Union Elementary,4,4,4,6,14,1
641,0.0,1,0.29,0,1.0,2,6,1,0.45,1,0.88780487,0,0,Bastian Müller,5,4733.746582,Sylvan Union Elementary,2,2,7,10,23,6
642,1.0,0,0.22,0,1.0,4,6,0,0.32,0,0.85,0,1,Marco Terrazzino,5,4963.060059,Oak View Union Elementary,3,1,3,5,23,6
643,0.0,0,0.31,0,0.0,2,1,0,0.33,0,0.78571427,0,1,Andy Marshall,5,5431.177246,Auburn Union Elementary,3,1,3,5,9,1
644,1.0,0,0.3,0,1.0,2,6,1,0.46,0,0.8516129,0,1,Ivan Klasnić,2,5382.088867,North County Joint Union Elementary,1,10,3,5,30,6
645,1.0,0,0.35,0,0.0,2,1,0,0.35,0,0.8021978,0,1,Gaël Clichy,5,5724.441895,Pioneer Union Elementary,2,1,7,10,15,5
646,0.0,0,0.31,0,0.0,2,6,0,0.35,0,0.7741935,0,1, Gomes,3,4843.427246,Central Elementary,4,4,4,6,31,5
647,0.0,0,0.28,1,1.0,2,1,0,0.39,0,0.6984127,0,1,Joey Barton,4,5730.349121,Pacheco Union Elementary,3,7,3,5,12,6
648,0.0,0,0.31,0,1.0,2,2,0,0.46,0,0.61538464,0,1,Younes Kaboul,2,5635.786133,Chicago Park Elementary,3,1,3,5,10,5
649,1.0,0,0.26,0,1.0,2,1,0,0.38,0,0.7906977,0,1,Andy Carroll,4,5671.657227,Brisbane Elementary,2,1,7,10,15,3
650,0.0,0,0.27,0,1.0,2,2,0,0.27,0,0.8,0,1,Mauro Boselli,2,7070.633301,Central Union Elementary,1,1,9,13,7,6
651,0.0,0,0.31,0,1.0,1,2,0,0.38,0,0.7880597,0,1, Coke,5,5097.343262,Happy Valley Union Elementary,2,1,4,6,7,3
652,0.0,0,0.21,0,1.0,1,1,0,0.22,0,0.4516129,0,1,Martin Stranzl,2,5482.677246,Mark Twain Union Elementary,1,1,7,10,14,6
653,0.0,0,0.29,0,0.0,2,2,0,0.38,0,0.8451613,0,1, Alexis,5,5642.832031,San Rafael City Elementary,2,10,3,5,8,6
654,0.0,0,0.28,0,1.0,2,1,0,0.37,0,0.68421054,0,1,Emmanuel Adebayor,4,5280.023438,Cajon Valley Union Elementary,3,2,3,5,17,6
